optimizer,Num of Layers,Epoch,Batch Size,Learning Rate,Validation Accuracy,Validation Loss,Samples
RMSprop,18,50,8,0.005,0.98,0.37,"RMSprop, 18, 50, 8, 0.005"
RMSprop,18,70,8,0.005,0.99,0.36,"RMSprop, 18, 70, 8, 0.005"
RMSprop,18,90,8,0.005,0.99,0.35,"RMSprop, 18, 90, 8, 0.005"
RMSprop,18,110,8,0.005,0.99,0.34,"RMSprop, 18, 110, 8, 0.005"
RMSprop,18,1,16,0.005,0.83,0.55,"RMSprop, 18, 1, 16, 0.005"
RMSprop,18,2,16,0.005,0.86,0.5,"RMSprop, 18, 2, 16, 0.005"
RMSprop,18,4,16,0.005,0.88,0.48,"RMSprop, 18, 4, 16, 0.005"
RMSprop,18,6,16,0.005,0.9,0.46,"RMSprop, 18, 6, 16, 0.005"
RMSprop,18,8,16,0.005,0.91,0.45,"RMSprop, 18, 8, 16, 0.005"
RMSprop,18,10,16,0.005,0.92,0.44,"RMSprop, 18, 10, 16, 0.005"
RMSprop,18,30,16,0.005,0.98,0.37,"RMSprop, 18, 30, 16, 0.005"
RMSprop,18,50,16,0.005,0.99,0.36,"RMSprop, 18, 50, 16, 0.005"
RMSprop,18,70,16,0.005,0.99,0.35,"RMSprop, 18, 70, 16, 0.005"
RMSprop,18,90,16,0.005,0.99,0.34,"RMSprop, 18, 90, 16, 0.005"
RMSprop,18,110,16,0.005,0.99,0.33,"RMSprop, 18, 110, 16, 0.005"
RMSprop,18,1,32,0.005,0.86,0.5,"RMSprop, 18, 1, 32, 0.005"
RMSprop,18,2,32,0.005,0.88,0.48,"RMSprop, 18, 2, 32, 0.005"
RMSprop,18,4,32,0.005,0.9,0.46,"RMSprop, 18, 4, 32, 0.005"
RMSprop,18,6,32,0.005,0.91,0.45,"RMSprop, 18, 6, 32, 0.005"
RMSprop,18,8,32,0.005,0.92,0.44,"RMSprop, 18, 8, 32, 0.005"
RMSprop,18,10,32,0.005,0.93,0.43,"RMSprop, 18, 10, 32, 0.005"
RMSprop,18,30,32,0.005,0.99,0.36,"RMSprop, 18, 30, 32, 0.005"
RMSprop,18,50,32,0.005,0.99,0.35,"RMSprop, 18, 50, 32, 0.005"
RMSprop,18,70,32,0.005,0.99,0.34,"RMSprop, 18, 70, 32, 0.005"
RMSprop,18,90,32,0.005,0.99,0.33,"RMSprop, 18, 90, 32, 0.005"
RMSprop,18,110,32,0.005,0.99,0.32,"RMSprop, 18, 110, 32, 0.005"
RMSprop,18,1,64,0.005,0.88,0.48,"RMSprop, 18, 1, 64, 0.005"
RMSprop,18,2,64,0.005,0.9,0.46,"RMSprop, 18, 2, 64, 0.005"
RMSprop,18,4,64,0.005,0.91,0.45,"RMSprop, 18, 4, 64, 0.005"
RMSprop,18,6,64,0.005,0.92,0.44,"RMSprop, 18, 6, 64, 0.005"
RMSprop,18,8,64,0.005,0.93,0.43,"RMSprop, 18, 8, 64, 0.005"
RMSprop,18,10,64,0.005,0.94,0.42,"RMSprop, 18, 10, 64, 0.005"
RMSprop,18,30,64,0.005,0.99,0.35,"RMSprop, 18, 30, 64, 0.005"
RMSprop,18,50,64,0.005,0.99,0.34,"RMSprop, 18, 50, 64, 0.005"
RMSprop,18,70,64,0.005,0.99,0.33,"RMSprop, 18, 70, 64, 0.005"
RMSprop,18,90,64,0.005,0.99,0.32,"RMSprop, 18, 90, 64, 0.005"
RMSprop,18,110,64,0.005,0.99,0.31,"RMSprop, 18, 110, 64, 0.005"
RMSprop,18,1,8,0.0075,0.55,0.9,"RMSprop, 18, 1, 8, 0.0075"
RMSprop,18,2,8,0.0075,0.6,0.8,"RMSprop, 18, 2, 8, 0.0075"
RMSprop,18,4,8,0.0075,0.65,0.7,"RMSprop, 18, 4, 8, 0.0075"
RMSprop,18,6,8,0.0075,0.7,0.6,"RMSprop, 18, 6, 8, 0.0075"
RMSprop,18,8,8,0.0075,0.75,0.5,"RMSprop, 18, 8, 8, 0.0075"
RMSprop,18,10,8,0.0075,0.8,0.4,"RMSprop, 18, 10, 8, 0.0075"
RMSprop,18,30,8,0.0075,0.95,0.15,"RMSprop, 18, 30, 8, 0.0075"
RMSprop,18,50,8,0.0075,0.97,0.1,"RMSprop, 18, 50, 8, 0.0075"
RMSprop,18,70,8,0.0075,0.98,0.08,"RMSprop, 18, 70, 8, 0.0075"
RMSprop,18,90,8,0.0075,0.99,0.07,"RMSprop, 18, 90, 8, 0.0075"
RMSprop,18,110,8,0.0075,0.99,0.06,"RMSprop, 18, 110, 8, 0.0075"
RMSprop,18,1,16,0.0075,0.6,0.8,"RMSprop, 18, 1, 16, 0.0075"
RMSprop,18,2,16,0.0075,0.65,0.7,"RMSprop, 18, 2, 16, 0.0075"
RMSprop,18,4,16,0.0075,0.7,0.6,"RMSprop, 18, 4, 16, 0.0075"
RMSprop,18,6,16,0.0075,0.75,0.5,"RMSprop, 18, 6, 16, 0.0075"
RMSprop,18,8,16,0.0075,0.8,0.4,"RMSprop, 18, 8, 16, 0.0075"
RMSprop,18,10,16,0.0075,0.85,0.3,"RMSprop, 18, 10, 16, 0.0075"
RMSprop,18,30,16,0.0075,0.97,0.1,"RMSprop, 18, 30, 16, 0.0075"
RMSprop,18,50,16,0.0075,0.99,0.07,"RMSprop, 18, 50, 16, 0.0075"
RMSprop,18,70,16,0.0075,0.99,0.06,"RMSprop, 18, 70, 16, 0.0075"
RMSprop,18,90,16,0.0075,0.99,0.05,"RMSprop, 18, 90, 16, 0.0075"
RMSprop,18,110,16,0.0075,0.99,0.04,"RMSprop, 18, 110, 16, 0.0075"
RMSprop,18,1,32,0.0075,0.65,0.7,"RMSprop, 18, 1, 32, 0.0075"
RMSprop,18,2,32,0.0075,0.7,0.6,"RMSprop, 18, 2, 32, 0.0075"
RMSprop,18,4,32,0.0075,0.75,0.5,"RMSprop, 18, 4, 32, 0.0075"
RMSprop,18,6,32,0.0075,0.8,0.4,"RMSprop, 18, 6, 32, 0.0075"
RMSprop,18,8,32,0.0075,0.85,0.3,"RMSprop, 18, 8, 32, 0.0075"
RMSprop,18,10,32,0.0075,0.9,0.2,"RMSprop, 18, 10, 32, 0.0075"
RMSprop,18,30,32,0.0075,0.99,0.07,"RMSprop, 18, 30, 32, 0.0075"
RMSprop,18,50,32,0.0075,0.99,0.05,"RMSprop, 18, 50, 32, 0.0075"
RMSprop,18,70,32,0.0075,0.99,0.04,"RMSprop, 18, 70, 32, 0.0075"
RMSprop,18,90,32,0.0075,0.99,0.03,"RMSprop, 18, 90, 32, 0.0075"
RMSprop,18,110,32,0.0075,0.99,0.03,"RMSprop, 18, 110, 32, 0.0075"
RMSprop,18,1,64,0.0075,0.7,0.6,"RMSprop, 18, 1, 64, 0.0075"
RMSprop,18,2,64,0.0075,0.75,0.5,"RMSprop, 18, 2, 64, 0.0075"
RMSprop,18,4,64,0.0075,0.8,0.4,"RMSprop, 18, 4, 64, 0.0075"
RMSprop,18,6,64,0.0075,0.85,0.3,"RMSprop, 18, 6, 64, 0.0075"
RMSprop,18,8,64,0.0075,0.9,0.2,"RMSprop, 18, 8, 64, 0.0075"
RMSprop,18,10,64,0.0075,0.95,0.1,"RMSprop, 18, 10, 64, 0.0075"
RMSprop,18,30,64,0.0075,0.99,0.03,"RMSprop, 18, 30, 64, 0.0075"
RMSprop,18,50,64,0.0075,0.99,0.02,"RMSprop, 18, 50, 64, 0.0075"
RMSprop,18,70,64,0.0075,0.99,0.02,"RMSprop, 18, 70, 64, 0.0075"
RMSprop,18,90,64,0.0075,0.99,0.01,"RMSprop, 18, 90, 64, 0.0075"
RMSprop,18,110,64,0.0075,0.99,0.01,"RMSprop, 18, 110, 64, 0.0075"
RMSprop,18,1,8,0.01,0.3,1.5,"RMSprop, 18, 1, 8, 0.01"
RMSprop,18,2,8,0.01,0.2,2,"RMSprop, 18, 2, 8, 0.01"
RMSprop,18,4,8,0.01,0.15,2.5,"RMSprop, 18, 4, 8, 0.01"
RMSprop,18,6,8,0.01,0.12,3,"RMSprop, 18, 6, 8, 0.01"
RMSprop,18,8,8,0.01,0.1,3.5,"RMSprop, 18, 8, 8, 0.01"
RMSprop,18,10,8,0.01,0.09,4,"RMSprop, 18, 10, 8, 0.01"
RMSprop,18,30,8,0.01,0.08,5.5,"RMSprop, 18, 30, 8, 0.01"
RMSprop,18,50,8,0.01,0.07,6,"RMSprop, 18, 50, 8, 0.01"
RMSprop,18,70,8,0.01,0.07,6.5,"RMSprop, 18, 70, 8, 0.01"
RMSprop,18,90,8,0.01,0.06,7,"RMSprop, 18, 90, 8, 0.01"
RMSprop,18,110,8,0.01,0.06,7.5,"RMSprop, 18, 110, 8, 0.01"
RMSprop,18,1,16,0.01,0.2,2,"RMSprop, 18, 1, 16, 0.01"
RMSprop,18,2,16,0.01,0.15,2.5,"RMSprop, 18, 2, 16, 0.01"
RMSprop,18,4,16,0.01,0.12,3,"RMSprop, 18, 4, 16, 0.01"
RMSprop,18,6,16,0.01,0.1,3.5,"RMSprop, 18, 6, 16, 0.01"
RMSprop,18,8,16,0.01,0.09,4,"RMSprop, 18, 8, 16, 0.01"
RMSprop,18,10,16,0.01,0.08,4.5,"RMSprop, 18, 10, 16, 0.01"
RMSprop,18,30,16,0.01,0.07,6,"RMSprop, 18, 30, 16, 0.01"
RMSprop,18,50,16,0.01,0.07,6.5,"RMSprop, 18, 50, 16, 0.01"
RMSprop,18,70,16,0.01,0.06,7,"RMSprop, 18, 70, 16, 0.01"
RMSprop,18,90,16,0.01,0.06,7.5,"RMSprop, 18, 90, 16, 0.01"
RMSprop,18,110,16,0.01,0.05,8,"RMSprop, 18, 110, 16, 0.01"
RMSprop,18,1,32,0.01,0.15,2.5,"RMSprop, 18, 1, 32, 0.01"
RMSprop,18,2,32,0.01,0.12,3,"RMSprop, 18, 2, 32, 0.01"
RMSprop,18,4,32,0.01,0.1,3.5,"RMSprop, 18, 4, 32, 0.01"
RMSprop,18,6,32,0.01,0.09,4,"RMSprop, 18, 6, 32, 0.01"
RMSprop,18,8,32,0.01,0.08,4.5,"RMSprop, 18, 8, 32, 0.01"
RMSprop,18,10,32,0.01,0.07,5,"RMSprop, 18, 10, 32, 0.01"
RMSprop,18,30,32,0.01,0.06,7,"RMSprop, 18, 30, 32, 0.01"
RMSprop,18,50,32,0.01,0.06,7.5,"RMSprop, 18, 50, 32, 0.01"
RMSprop,18,70,32,0.01,0.05,8,"RMSprop, 18, 70, 32, 0.01"
RMSprop,18,90,32,0.01,0.05,8.5,"RMSprop, 18, 90, 32, 0.01"
RMSprop,18,110,32,0.01,0.04,9,"RMSprop, 18, 110, 32, 0.01"
RMSprop,18,1,64,0.01,0.12,3,"RMSprop, 18, 1, 64, 0.01"
RMSprop,18,2,64,0.01,0.1,3.5,"RMSprop, 18, 2, 64, 0.01"
RMSprop,18,4,64,0.01,0.09,4,"RMSprop, 18, 4, 64, 0.01"
RMSprop,18,6,64,0.01,0.08,4.5,"RMSprop, 18, 6, 64, 0.01"
RMSprop,18,8,64,0.01,0.07,5,"RMSprop, 18, 8, 64, 0.01"
RMSprop,18,10,64,0.01,0.07,5.5,"RMSprop, 18, 10, 64, 0.01"
RMSprop,18,30,64,0.01,0.05,8,"RMSprop, 18, 30, 64, 0.01"
RMSprop,18,50,64,0.01,0.05,8.5,"RMSprop, 18, 50, 64, 0.01"
RMSprop,18,70,64,0.01,0.04,9,"RMSprop, 18, 70, 64, 0.01"
RMSprop,18,90,64,0.01,0.04,9.5,"RMSprop, 18, 90, 64, 0.01"
RMSprop,18,110,64,0.01,0.03,10,"RMSprop, 18, 110, 64, 0.01"
SGD,18,1,8,0.001,0.55,1.2,"SGD, 18, 1, 8, 0.001"
SGD,18,2,8,0.001,0.62,1.1,"SGD, 18, 2, 8, 0.001"
SGD,18,4,8,0.001,0.68,1,"SGD, 18, 4, 8, 0.001"
SGD,18,6,8,0.001,0.71,0.95,"SGD, 18, 6, 8, 0.001"
SGD,18,8,8,0.001,0.74,0.9,"SGD, 18, 8, 8, 0.001"
SGD,18,10,8,0.001,0.76,0.88,"SGD, 18, 10, 8, 0.001"
SGD,18,30,8,0.001,0.85,0.75,"SGD, 18, 30, 8, 0.001"
SGD,18,50,8,0.001,0.89,0.7,"SGD, 18, 50, 8, 0.001"
SGD,18,70,8,0.001,0.91,0.67,"SGD, 18, 70, 8, 0.001"
SGD,18,90,8,0.001,0.93,0.65,"SGD, 18, 90, 8, 0.001"
SGD,18,110,8,0.001,0.94,0.64,"SGD, 18, 110, 8, 0.001"
SGD,18,1,16,0.001,0.62,1.1,"SGD, 18, 1, 16, 0.001"
SGD,18,2,16,0.001,0.68,1,"SGD, 18, 2, 16, 0.001"
SGD,18,4,16,0.001,0.74,0.9,"SGD, 18, 4, 16, 0.001"
SGD,18,6,16,0.001,0.77,0.85,"SGD, 18, 6, 16, 0.001"
SGD,18,8,16,0.001,0.8,0.8,"SGD, 18, 8, 16, 0.001"
SGD,18,10,16,0.001,0.82,0.78,"SGD, 18, 10, 16, 0.001"
SGD,18,30,16,0.001,0.9,0.7,"SGD, 18, 30, 16, 0.001"
SGD,18,50,16,0.001,0.93,0.65,"SGD, 18, 50, 16, 0.001"
SGD,18,70,16,0.001,0.95,0.63,"SGD, 18, 70, 16, 0.001"
SGD,18,90,16,0.001,0.96,0.62,"SGD, 18, 90, 16, 0.001"
SGD,18,110,16,0.001,0.97,0.61,"SGD, 18, 110, 16, 0.001"
SGD,18,1,32,0.001,0.68,1,"SGD, 18, 1, 32, 0.001"
SGD,18,2,32,0.001,0.74,0.9,"SGD, 18, 2, 32, 0.001"
SGD,18,4,32,0.001,0.8,0.8,"SGD, 18, 4, 32, 0.001"
SGD,18,6,32,0.001,0.83,0.75,"SGD, 18, 6, 32, 0.001"
SGD,18,8,32,0.001,0.86,0.72,"SGD, 18, 8, 32, 0.001"
SGD,18,10,32,0.001,0.88,0.7,"SGD, 18, 10, 32, 0.001"
SGD,18,30,32,0.001,0.95,0.63,"SGD, 18, 30, 32, 0.001"
SGD,18,50,32,0.001,0.97,0.61,"SGD, 18, 50, 32, 0.001"
SGD,18,70,32,0.001,0.98,0.6,"SGD, 18, 70, 32, 0.001"
SGD,18,90,32,0.001,0.99,0.59,"SGD, 18, 90, 32, 0.001"
SGD,18,110,32,0.001,0.99,0.58,"SGD, 18, 110, 32, 0.001"
SGD,18,1,64,0.001,0.74,0.9,"SGD, 18, 1, 64, 0.001"
SGD,18,2,64,0.001,0.8,0.8,"SGD, 18, 2, 64, 0.001"
SGD,18,4,64,0.001,0.86,0.7,"SGD, 18, 4, 64, 0.001"
SGD,18,6,64,0.001,0.89,0.65,"SGD, 18, 6, 64, 0.001"
SGD,18,8,64,0.001,0.91,0.63,"SGD, 18, 8, 64, 0.001"
SGD,18,10,64,0.001,0.92,0.62,"SGD, 18, 10, 64, 0.001"
SGD,18,30,64,0.001,0.97,0.57,"SGD, 18, 30, 64, 0.001"
SGD,18,50,64,0.001,0.98,0.56,"SGD, 18, 50, 64, 0.001"
SGD,18,70,64,0.001,0.99,0.55,"SGD, 18, 70, 64, 0.001"
SGD,18,90,64,0.001,0.99,0.54,"SGD, 18, 90, 64, 0.001"
SGD,18,110,64,0.001,0.99,0.53,"SGD, 18, 110, 64, 0.001"
SGD,18,1,8,0.0025,0.65,1,"SGD, 18, 1, 8, 0.0025"
SGD,18,2,8,0.0025,0.72,0.9,"SGD, 18, 2, 8, 0.0025"
SGD,18,4,8,0.0025,0.78,0.8,"SGD, 18, 4, 8, 0.0025"
SGD,18,6,8,0.0025,0.82,0.75,"SGD, 18, 6, 8, 0.0025"
SGD,18,8,8,0.0025,0.85,0.72,"SGD, 18, 8, 8, 0.0025"
SGD,18,10,8,0.0025,0.87,0.7,"SGD, 18, 10, 8, 0.0025"
SGD,18,30,8,0.0025,0.94,0.6,"SGD, 18, 30, 8, 0.0025"
SGD,18,50,8,0.0025,0.96,0.58,"SGD, 18, 50, 8, 0.0025"
SGD,18,70,8,0.0025,0.97,0.57,"SGD, 18, 70, 8, 0.0025"
SGD,18,90,8,0.0025,0.98,0.56,"SGD, 18, 90, 8, 0.0025"
SGD,18,110,8,0.0025,0.98,0.55,"SGD, 18, 110, 8, 0.0025"
SGD,18,1,16,0.0025,0.72,0.9,"SGD, 18, 1, 16, 0.0025"
SGD,18,2,16,0.0025,0.78,0.8,"SGD, 18, 2, 16, 0.0025"
SGD,18,4,16,0.0025,0.83,0.75,"SGD, 18, 4, 16, 0.0025"
SGD,18,6,16,0.0025,0.86,0.72,"SGD, 18, 6, 16, 0.0025"
SGD,18,8,16,0.0025,0.88,0.7,"SGD, 18, 8, 16, 0.0025"
SGD,18,10,16,0.0025,0.9,0.68,"SGD, 18, 10, 16, 0.0025"
SGD,18,30,16,0.0025,0.96,0.58,"SGD, 18, 30, 16, 0.0025"
SGD,18,50,16,0.0025,0.97,0.57,"SGD, 18, 50, 16, 0.0025"
SGD,18,70,16,0.0025,0.98,0.56,"SGD, 18, 70, 16, 0.0025"
SGD,18,90,16,0.0025,0.98,0.55,"SGD, 18, 90, 16, 0.0025"
SGD,18,110,16,0.0025,0.99,0.54,"SGD, 18, 110, 16, 0.0025"
SGD,18,1,32,0.0025,0.78,0.8,"SGD, 18, 1, 32, 0.0025"
SGD,18,2,32,0.0025,0.83,0.75,"SGD, 18, 2, 32, 0.0025"
SGD,18,4,32,0.0025,0.87,0.7,"SGD, 18, 4, 32, 0.0025"
SGD,18,6,32,0.0025,0.89,0.68,"SGD, 18, 6, 32, 0.0025"
SGD,18,8,32,0.0025,0.91,0.66,"SGD, 18, 8, 32, 0.0025"
SGD,18,10,32,0.0025,0.92,0.65,"SGD, 18, 10, 32, 0.0025"
SGD,18,30,32,0.0025,0.97,0.56,"SGD, 18, 30, 32, 0.0025"
SGD,18,50,32,0.0025,0.98,0.55,"SGD, 18, 50, 32, 0.0025"
SGD,18,70,32,0.0025,0.99,0.54,"SGD, 18, 70, 32, 0.0025"
SGD,18,90,32,0.0025,0.99,0.53,"SGD, 18, 90, 32, 0.0025"
SGD,18,110,32,0.0025,0.99,0.52,"SGD, 18, 110, 32, 0.0025"
SGD,18,1,64,0.0025,0.83,0.75,"SGD, 18, 1, 64, 0.0025"
SGD,18,2,64,0.0025,0.88,0.7,"SGD, 18, 2, 64, 0.0025"
SGD,18,4,64,0.0025,0.91,0.67,"SGD, 18, 4, 64, 0.0025"
SGD,18,6,64,0.0025,0.93,0.65,"SGD, 18, 6, 64, 0.0025"
SGD,18,8,64,0.0025,0.94,0.64,"SGD, 18, 8, 64, 0.0025"
SGD,18,10,64,0.0025,0.95,0.63,"SGD, 18, 10, 64, 0.0025"
SGD,18,30,64,0.0025,0.99,0.52,"SGD, 18, 30, 64, 0.0025"
SGD,18,50,64,0.0025,0.99,0.51,"SGD, 18, 50, 64, 0.0025"
SGD,18,70,64,0.0025,0.99,0.5,"SGD, 18, 70, 64, 0.0025"
SGD,18,90,64,0.0025,0.99,0.49,"SGD, 18, 90, 64, 0.0025"
SGD,18,110,64,0.0025,0.99,0.48,"SGD, 18, 110, 64, 0.0025"
SGD,18,1,8,0.005,0.78,0.8,"SGD, 18, 1, 8, 0.005"
SGD,18,2,8,0.005,0.83,0.75,"SGD, 18, 2, 8, 0.005"
SGD,18,4,8,0.005,0.87,0.7,"SGD, 18, 4, 8, 0.005"
SGD,18,6,8,0.005,0.89,0.68,"SGD, 18, 6, 8, 0.005"
SGD,18,8,8,0.005,0.91,0.66,"SGD, 18, 8, 8, 0.005"
SGD,18,10,8,0.005,0.92,0.65,"SGD, 18, 10, 8, 0.005"
SGD,18,30,8,0.005,0.97,0.56,"SGD, 18, 30, 8, 0.005"
SGD,18,50,8,0.005,0.98,0.55,"SGD, 18, 50, 8, 0.005"
SGD,18,70,8,0.005,0.99,0.54,"SGD, 18, 70, 8, 0.005"
SGD,18,90,8,0.005,0.99,0.53,"SGD, 18, 90, 8, 0.005"
SGD,18,110,8,0.005,0.99,0.52,"SGD, 18, 110, 8, 0.005"
SGD,18,1,16,0.005,0.83,0.75,"SGD, 18, 1, 16, 0.005"
SGD,18,2,16,0.005,0.88,0.7,"SGD, 18, 2, 16, 0.005"
SGD,18,4,16,0.005,0.91,0.67,"SGD, 18, 4, 16, 0.005"
SGD,18,6,16,0.005,0.93,0.65,"SGD, 18, 6, 16, 0.005"
SGD,18,8,16,0.005,0.94,0.64,"SGD, 18, 8, 16, 0.005"
SGD,18,10,16,0.005,0.95,0.63,"SGD, 18, 10, 16, 0.005"
SGD,18,30,16,0.005,0.99,0.52,"SGD, 18, 30, 16, 0.005"
SGD,18,50,16,0.005,0.99,0.51,"SGD, 18, 50, 16, 0.005"
SGD,18,70,16,0.005,0.99,0.5,"SGD, 18, 70, 16, 0.005"
SGD,18,90,16,0.005,0.99,0.49,"SGD, 18, 90, 16, 0.005"
SGD,18,110,16,0.005,0.99,0.48,"SGD, 18, 110, 16, 0.005"
SGD,18,1,32,0.005,0.88,0.7,"SGD, 18, 1, 32, 0.005"
SGD,18,2,32,0.005,0.91,0.67,"SGD, 18, 2, 32, 0.005"
SGD,18,4,32,0.005,0.93,0.65,"SGD, 18, 4, 32, 0.005"
SGD,18,6,32,0.005,0.94,0.64,"SGD, 18, 6, 32, 0.005"
SGD,18,8,32,0.005,0.95,0.63,"SGD, 18, 8, 32, 0.005"
SGD,18,10,32,0.005,0.96,0.62,"SGD, 18, 10, 32, 0.005"
SGD,18,30,32,0.005,0.99,0.51,"SGD, 18, 30, 32, 0.005"
SGD,18,50,32,0.005,0.99,0.5,"SGD, 18, 50, 32, 0.005"
SGD,18,70,32,0.005,0.99,0.49,"SGD, 18, 70, 32, 0.005"
SGD,18,90,32,0.005,0.99,0.48,"SGD, 18, 90, 32, 0.005"
SGD,18,110,32,0.005,0.99,0.47,"SGD, 18, 110, 32, 0.005"
SGD,18,1,64,0.005,0.91,0.67,"SGD, 18, 1, 64, 0.005"
SGD,18,2,64,0.005,0.93,0.65,"SGD, 18, 2, 64, 0.005"
SGD,18,4,64,0.005,0.94,0.64,"SGD, 18, 4, 64, 0.005"
SGD,18,6,64,0.005,0.95,0.63,"SGD, 18, 6, 64, 0.005"
SGD,18,8,64,0.005,0.96,0.62,"SGD, 18, 8, 64, 0.005"
SGD,18,10,64,0.005,0.97,0.61,"SGD, 18, 10, 64, 0.005"
SGD,18,30,64,0.005,0.99,0.5,"SGD, 18, 30, 64, 0.005"
SGD,18,50,64,0.005,0.99,0.49,"SGD, 18, 50, 64, 0.005"
SGD,18,70,64,0.005,0.99,0.48,"SGD, 18, 70, 64, 0.005"
SGD,18,90,64,0.005,0.99,0.47,"SGD, 18, 90, 64, 0.005"
SGD,18,110,64,0.005,0.99,0.46,"SGD, 18, 110, 64, 0.005"
SGD,18,1,8,0.0075,0.2,2.5,"SGD, 18, 1, 8, 0.0075"
SGD,18,2,8,0.0075,0.18,2.8,"SGD, 18, 2, 8, 0.0075"
SGD,18,4,8,0.0075,0.16,3.2,"SGD, 18, 4, 8, 0.0075"
SGD,18,6,8,0.0075,0.14,3.6,"SGD, 18, 6, 8, 0.0075"
SGD,18,8,8,0.0075,0.13,3.9,"SGD, 18, 8, 8, 0.0075"
SGD,18,10,8,0.0075,0.12,4.2,"SGD, 18, 10, 8, 0.0075"
SGD,18,30,8,0.0075,0.08,5.8,"SGD, 18, 30, 8, 0.0075"
SGD,18,50,8,0.0075,0.07,6.6,"SGD, 18, 50, 8, 0.0075"
SGD,18,70,8,0.0075,0.06,7.4,"SGD, 18, 70, 8, 0.0075"
SGD,18,90,8,0.0075,0.05,8.2,"SGD, 18, 90, 8, 0.0075"
SGD,18,110,8,0.0075,0.04,9,"SGD, 18, 110, 8, 0.0075"
SGD,18,1,16,0.0075,0.18,2.8,"SGD, 18, 1, 16, 0.0075"
SGD,18,2,16,0.0075,0.16,3.2,"SGD, 18, 2, 16, 0.0075"
SGD,18,4,16,0.0075,0.14,3.6,"SGD, 18, 4, 16, 0.0075"
SGD,18,6,16,0.0075,0.13,3.9,"SGD, 18, 6, 16, 0.0075"
SGD,18,8,16,0.0075,0.12,4.2,"SGD, 18, 8, 16, 0.0075"
SGD,18,10,16,0.0075,0.11,4.5,"SGD, 18, 10, 16, 0.0075"
SGD,18,30,16,0.0075,0.07,6.6,"SGD, 18, 30, 16, 0.0075"
SGD,18,50,16,0.0075,0.06,7.4,"SGD, 18, 50, 16, 0.0075"
SGD,18,70,16,0.0075,0.05,8.2,"SGD, 18, 70, 16, 0.0075"
SGD,18,90,16,0.0075,0.04,9,"SGD, 18, 90, 16, 0.0075"
SGD,18,110,16,0.0075,0.03,9.8,"SGD, 18, 110, 16, 0.0075"
SGD,18,1,32,0.0075,0.16,3.2,"SGD, 18, 1, 32, 0.0075"
SGD,18,2,32,0.0075,0.14,3.6,"SGD, 18, 2, 32, 0.0075"
SGD,18,4,32,0.0075,0.13,3.9,"SGD, 18, 4, 32, 0.0075"
SGD,18,6,32,0.0075,0.12,4.2,"SGD, 18, 6, 32, 0.0075"
SGD,18,8,32,0.0075,0.11,4.5,"SGD, 18, 8, 32, 0.0075"
SGD,18,10,32,0.0075,0.1,4.8,"SGD, 18, 10, 32, 0.0075"
SGD,18,30,32,0.0075,0.06,7.4,"SGD, 18, 30, 32, 0.0075"
SGD,18,50,32,0.0075,0.05,8.2,"SGD, 18, 50, 32, 0.0075"
SGD,18,70,32,0.0075,0.04,9,"SGD, 18, 70, 32, 0.0075"
SGD,18,90,32,0.0075,0.03,9.8,"SGD, 18, 90, 32, 0.0075"
SGD,18,110,32,0.0075,0.02,10.6,"SGD, 18, 110, 32, 0.0075"
SGD,18,1,64,0.0075,0.14,3.6,"SGD, 18, 1, 64, 0.0075"
SGD,18,2,64,0.0075,0.13,3.9,"SGD, 18, 2, 64, 0.0075"
SGD,18,4,64,0.0075,0.12,4.2,"SGD, 18, 4, 64, 0.0075"
SGD,18,6,64,0.0075,0.11,4.5,"SGD, 18, 6, 64, 0.0075"
SGD,18,8,64,0.0075,0.1,4.8,"SGD, 18, 8, 64, 0.0075"
SGD,18,10,64,0.0075,0.09,5.1,"SGD, 18, 10, 64, 0.0075"
SGD,18,30,64,0.0075,0.05,8.2,"SGD, 18, 30, 64, 0.0075"
SGD,18,50,64,0.0075,0.04,9,"SGD, 18, 50, 64, 0.0075"
SGD,18,70,64,0.0075,0.03,9.8,"SGD, 18, 70, 64, 0.0075"
SGD,18,90,64,0.0075,0.02,10.6,"SGD, 18, 90, 64, 0.0075"
SGD,18,110,64,0.0075,0.01,11.4,"SGD, 18, 110, 64, 0.0075"
SGD,18,1,8,0.01,0.1,12,"SGD, 18, 1, 8, 0.01"
SGD,18,2,8,0.01,0.09,12,"SGD, 18, 2, 8, 0.01"
SGD,18,4,8,0.01,0.08,12,"SGD, 18, 4, 8, 0.01"
SGD,18,6,8,0.01,0.07,12,"SGD, 18, 6, 8, 0.01"
SGD,18,8,8,0.01,0.06,12,"SGD, 18, 8, 8, 0.01"
SGD,18,10,8,0.01,0.05,12,"SGD, 18, 10, 8, 0.01"
SGD,18,30,8,0.01,0.03,12,"SGD, 18, 30, 8, 0.01"
SGD,18,50,8,0.01,0.02,12,"SGD, 18, 50, 8, 0.01"
SGD,18,70,8,0.01,0.01,12,"SGD, 18, 70, 8, 0.01"
SGD,18,90,8,0.01,0.01,12,"SGD, 18, 90, 8, 0.01"
SGD,18,110,8,0.01,0.01,12,"SGD, 18, 110, 8, 0.01"
SGD,18,1,16,0.01,0.09,12,"SGD, 18, 1, 16, 0.01"
SGD,18,2,16,0.01,0.08,12,"SGD, 18, 2, 16, 0.01"
SGD,18,4,16,0.01,0.07,12,"SGD, 18, 4, 16, 0.01"
SGD,18,6,16,0.01,0.06,12,"SGD, 18, 6, 16, 0.01"
